source_user_id,category_entropy_bucket,pair,overlap
8579db41771c1e2d3da2982e137b20ed0ef0b0233261310428ad9fc8d2944320,high,SASRec vs DIF-SR,0.01
85ba782ad67573699594bc726588c3606b2471ab01cbaf29b4ef641cc8152d23,high,SASRec vs DIF-SR,0.03
85ccdb04f376522f9fb833cb42af9b6a08b7c289a711827dff82f7f0be12c19a,high,SASRec vs DIF-SR,0.01
85e6b56c2fe36677f5c85b374b6d70c451dc0789f1a0db65648cfa50b1391ac5,high,SASRec vs DIF-SR,0.0
860e31cb430d7f1ce355a1d31d5aea75f404eb6930d4e77ad89de0341c5ea69b,high,SASRec vs DIF-SR,0.0
8643f2e8716c9e3c4e300496ac932dda6f33ebb6390acdbd610b9da185305e98,mid,SASRec vs DIF-SR,0.01
86624e2a0d483c269b03e7a2e5bc9a41d70e6e4227fb35b192a257ccd942da1a,high,SASRec vs DIF-SR,0.0
8662d99973282b2ccf4bd72527d3ec1a659de8ad64d10e8dfbd81c8292f3b7ae,low,SASRec vs DIF-SR,0.01
8694d25d6a990693c4de40d45d8c6221e502c57776c678270bbfd831c8759bd6,high,SASRec vs DIF-SR,0.03
86a7fb4bd32b5ed97f44525259cc15481d4137e0a2cd0cc34200a11db5224587,mid,SASRec vs DIF-SR,0.01
86d598f1b86d814110a7b9ee68704127463930100e02f28b90c90482f1c5de7c,low,SASRec vs DIF-SR,0.01
870f637882d9eeb12fb36569aba870f2bc8ac8d8c065523e836146068e671652,low,SASRec vs DIF-SR,0.03
8791386456306f6a5cea5f712948a3d8af3a577f25b8092cbb1b9429e2a84e11,low,SASRec vs DIF-SR,0.02
87b1a07b268481c4fdb530d3350917c577801360a5823105e820a1dba30dd743,high,SASRec vs DIF-SR,0.02
87b897d4116bfb48373a86cbac11b9af42c99ef17d827e800634957ec074d432,high,SASRec vs DIF-SR,0.02
87be97df13d930bb0f98f5ce9731c004bed5307a9eb426b7ac093af292019ca5,high,SASRec vs DIF-SR,0.01
87c2e00b3e25efec469c0df4b149e069667b82372261d33d2d53a41f0fdaed85,high,SASRec vs DIF-SR,0.01
87d4f4afa5eee642bde0ced13e5c55e465af8c2b1efcf7f0c8521ad6847e4a47,high,SASRec vs DIF-SR,0.01
88126b93c7b1dbec77e3bcee2403db35d91663b397fda573bb9a00f9ccb46f28,high,SASRec vs DIF-SR,0.01
882c86065258d4e3d8057db5e774d78f93c0ce02fa834a7c928c698eb1ccda74,high,SASRec vs DIF-SR,0.02
8872bc3905905f8ec9063272ebc7d600d319eaf089152b478d225763281f92b7,low,SASRec vs DIF-SR,0.0
88815c058bc7984220127435bbd2ddb83765c9cf99553334a4eefdf974f265dd,high,SASRec vs DIF-SR,0.03
8883a8bda5a290a754966cc44a62da9ce62c828d322249dc7b15b2652d867f96,mid,SASRec vs DIF-SR,0.01
888dc2151a02db8ee0363f936bbbfd3e5cdefaa7d010255a467f894eda1421ba,high,SASRec vs DIF-SR,0.01
889699cbbab47605bb096120face6429c0ae1abd577ea52bbb70bd8075c7c493,high,SASRec vs DIF-SR,0.02
889c25540464a60984a8a5ce8eefcb6e0a55e9ee5a7c9a0c5abb411b993e0c59,high,SASRec vs DIF-SR,0.01
88a7fa752750ee2ce350f40ff36eeb67289e011515d76cb7515fee7bafefdbc4,low,SASRec vs DIF-SR,0.02
88c26dd87e4befa5d593376edb9434a4692516a5a89111605fbfbd1290432e7f,high,SASRec vs DIF-SR,0.01
88dc1c301f7635ace0077931bf5ecbb763f2936c71b5d055933d8e028a5c4326,low,SASRec vs DIF-SR,0.01
89093abe53138291dbd8c5e9fb160a94b4888e18b23522553f8382be956b10da,high,SASRec vs DIF-SR,0.01
895bbd31f836664667d1b5fa4f7ce8476cace14eee16192aac9a0b083a0b44ae,high,SASRec vs DIF-SR,0.01
8977dd4b8674001b6905f6a5f8c341c45a1ef6c1f65b9560deb1e92dfe795048,high,SASRec vs DIF-SR,0.01
898cfc052dde8a029093824c53cda95742a0fddb7c145603d02b3f83f0f2eeb8,high,SASRec vs DIF-SR,0.0
89a90ba8623402341f3e1e334aab2f2c6202fbd0a79b6b6e7befe4a4c2210928,high,SASRec vs DIF-SR,0.01
89b0c7eea7dc213936653144bea52e052349cb6a7074d78cf6610087958026ca,mid,SASRec vs DIF-SR,0.03
89b50c05522d1561bf97065c0df53b073521683a8c836953166c7d1d986f285d,low,SASRec vs DIF-SR,0.0
89bfc8002eee4e362a6d3c39a84501990da3c57d5d3373121e102e2868f9b938,low,SASRec vs DIF-SR,0.01
89daa0458211702995ab6977485267427c3cc73ce9e855b6ffa541f0359aaa7b,low,SASRec vs DIF-SR,0.01
89f8ba17b2fe17ae2e3b60a7581a9a44678b62b4740a4d28eedea71af3c89fa1,high,SASRec vs DIF-SR,0.01
8a0617ac55526242d1993552d3a22731f1995c181f3459c02d3b420fefd771e4,high,SASRec vs DIF-SR,0.01
8a2996d6e16421ef911b93ece0b714c752dc6ecbc977c2ea94e164a7678eb76e,high,SASRec vs DIF-SR,0.0
8a39107aa7da0d70f1714c508aa4c787aca5c9154b8b98c0609b16315b07334c,high,SASRec vs DIF-SR,0.01
8a4f77544fad380ac517523117cf4212774d262d0e2161ef6eca39083ee4d3c2,high,SASRec vs DIF-SR,0.0
8a863b09aa51a7d3e5cf49e20647347d3664147b2f94488013bccf86a4615527,high,SASRec vs DIF-SR,0.0
8a86d2a1a7ae1dc466cb57331d5a98d6b6a4b41661ca5798816840667831de38,mid,SASRec vs DIF-SR,0.01
8ac32cc9608f19be256b7c5ebbf185af46b4a9e2c23297900a77678722a35f76,low,SASRec vs DIF-SR,0.01
8acb8bac828756b41292d002e0e33627d95d8353c39419548e278b27934dc55e,low,SASRec vs DIF-SR,0.01
8ae8fc6eeafb40bea1e9ca14828b711b9dd2cbbefec46a43c8dc75f53f92cb65,high,SASRec vs DIF-SR,0.03
8b2d05d8b8671fb8529d75494f70d32159fb333c7892f4b4f7fd39c9443d79a4,high,SASRec vs DIF-SR,0.01
8b41002fd24dc7c349874e722a6af1f2e5d0f10eee81d33f6d2138d64f8051dd,high,SASRec vs DIF-SR,0.02
8b6809521260241539db9d6301f50008aad3f57955ff69467c4acd309f5770ee,mid,SASRec vs DIF-SR,0.02
8b806a53e683c6707eca34d42416d72c2e3672a7647000f24cd20b40b1f337be,high,SASRec vs DIF-SR,0.01
8bfb613161a72097298c425511479f64e17a1985fea33631413abf98853366d0,mid,SASRec vs DIF-SR,0.02
8c21947b3a3e60bc00aa69a694c388ab96d5af80b1dafe416ae08ddd9b581c22,high,SASRec vs DIF-SR,0.02
8c3774374517417c19f00b7b43dd2b946e3979a945ca5cdb42eb7a61177896c1,high,SASRec vs DIF-SR,0.02
8c875a984c22719503974872ed43782ca4416f18430aaedcda7e7f29a8c443d7,low,SASRec vs DIF-SR,0.0
8c8bc8e8729218c495ac0ef4f8d1abf8825757e3073d128b554eda7c8dbe8d50,low,SASRec vs DIF-SR,0.01
8cf9ea75109044b7f83556c0573a937d91225c3609bb68b9e6cc6956591aa2c5,high,SASRec vs DIF-SR,0.01
8d1ec6a84d885078acdbb609895a6ad61020785397c4446fcf261aa03b295d51,high,SASRec vs DIF-SR,0.02
8d323e0626807312f06fa2c59fed0cfdbf6659230a656da6e5beb58eccb7a874,high,SASRec vs DIF-SR,0.02
8d799ab16196b5332dca070a3a4766b1dcf419d6bf4d12391aad5459f28dcd2a,high,SASRec vs DIF-SR,0.0
8d7a758f5cd004a18f9bf33719fa1eaa927cff1fd4defd9e0d3a643657f155fd,high,SASRec vs DIF-SR,0.01
8d97dfc01aeb76d6d9e3096eab895beda3eb7d1c8e07b935183284f625dc0d3f,high,SASRec vs DIF-SR,0.01
8da1dc680c47dd4bc46c62e477b8a5fd262471818e11e1b0a9be3684b68dbecb,high,SASRec vs DIF-SR,0.01
8dab334b4f4e5c9a7666ac7aced6810bd9fe56be7644b8644c6337aaf0eeff7d,high,SASRec vs DIF-SR,0.01
8dab9506f4c148d4484d2f50529575a21ea60f61558bbebc5ef18c05951cb01d,mid,SASRec vs DIF-SR,0.01
8dbe9069718cf87f16a5c6a7259e7db66e913138eb62872b35d2cdb8ed0db7df,high,SASRec vs DIF-SR,0.01
8e128d2e284f9ac0deb8c244ed5e12ad3e58505626355e8382bab6442646ad97,high,SASRec vs DIF-SR,0.0
8e414f6d8e8223092582bfdb93298a4fa68b1078737aa4bd338106d553085ca8,high,SASRec vs DIF-SR,0.0
8ec9fd04cd79b42f190912bf5ebd8c4aff166a796ce4e854362f522b88986761,high,SASRec vs DIF-SR,0.01
8ed6fee38876d0fbfd4c45bdde9be182ad8abf39573b75835b95a33925118c0e,low,SASRec vs DIF-SR,0.02
8f00a65895c17ac6c2f6b4fbdfb57ffc9aa997f1ccc43aa5d5605c20a9757b1b,high,SASRec vs DIF-SR,0.0
8f163c9cda050819dcd9816bb76c0dae79844a51681a0d617cbbdfb171502006,low,SASRec vs DIF-SR,0.01
8f5400717e990f1e04c2190d748c0d235c4051148fa90dbcce13c3b5879e5481,high,SASRec vs DIF-SR,0.01
8f89c568a2e2af6a52f4ef0d3e5a0c9a5f7ca06d9a9d6c96e48137168e093379,high,SASRec vs DIF-SR,0.01
8fb0ec9ddd5827580719eac501d26630f7d7df8b61b0868da20cad557f59ff4e,low,SASRec vs DIF-SR,0.01
8fbd7a0c04fa2392f7835705b1b606d5e0f51681f24f3c7fba965789c7ff9c44,high,SASRec vs DIF-SR,0.01
8fc7d5941fae7ecd09c75004a5a73c10b8d706c9b30285e3dac42d998a97de19,high,SASRec vs DIF-SR,0.0
8fca965fad142c133bb9d89d6c966275224634ca5c14210ad5a0718a810eaabb,low,SASRec vs DIF-SR,0.0
901a4f6b9c069445a58ec6e7c6e898dd130e08830fd31400563e35b0aecacb42,high,SASRec vs DIF-SR,0.0
901a5c7d12d55e7de07861421131ec5e69b8841e8bd8eac792d8a090357a1a6e,high,SASRec vs DIF-SR,0.01
90259d4d067aa2e4f4c815ce51c08f485eac3e3fbed39f0da8666ea1f1bff65f,low,SASRec vs DIF-SR,0.01
907470a72f2519b7c8b6ee44f5f14e8af34373d4d28b90cf36a093576821486d,high,SASRec vs DIF-SR,0.01
9078c0f91afe9441054164f7d37f40bfa85e3b3fcdd406e463b740ed9f162e6f,high,SASRec vs DIF-SR,0.0
9087a1401a582bbb5ae5891ac640cd6bcdcd6a21238e01d2399156b76ad50947,low,SASRec vs DIF-SR,0.01
908f020c23762298712f95402c15653c3bb95e2a2fb2bc6844145efe0ed047cb,high,SASRec vs DIF-SR,0.01
9141f1c074be8c58ecf25d154cfcb2ab255dc3627d43f09b6fe49b2c7f56b979,high,SASRec vs DIF-SR,0.02
915caacf9909c23d7148340f47cbae5d19fd9722e8bf13461b7e42f4aaa06e15,low,SASRec vs DIF-SR,0.01
919726d7043a4529bd7aec6496155c74717977e561ae7b657eccf3a8d1183baa,low,SASRec vs DIF-SR,0.0
919c350930a1ab554d0e4f394790c0c45fce4698137eb5a004c31cc1bcd877c7,high,SASRec vs DIF-SR,0.02
9239e97ff1873ab722941031819607be673e29e78a8baf199b2b8b87556ac4f4,high,SASRec vs DIF-SR,0.01
92b6794e0dc9dc58b6a54a37980bb385d0c11d855896eb76f055c9411d35ed3e,low,SASRec vs DIF-SR,0.01
92bca4fe67b74c5ed0a1f50095152c05be882f67202237d48e76d88748210465,high,SASRec vs DIF-SR,0.02
92f8dc2aeb1182f36f3a6335fdc627055f0f2f92f9b39ce03f0bd14a90056a09,high,SASRec vs DIF-SR,0.01
930d321b77f04edfc83d6aaa9d83fcb1589713d4404b097a0979ed3d8c62c509,low,SASRec vs DIF-SR,0.01
931f466b924efeaef0184618df502e136f51611dfe857f56ded0e9260ab76731,high,SASRec vs DIF-SR,0.0
93358175a79b1ed72ca04055c3d0ffb2276ccff0ea9f3aabf434a120888a62d7,mid,SASRec vs DIF-SR,0.01
93546cacd3f809602f361cd6b966df6aa30b1300dbe2df82e37d787f79acbac1,high,SASRec vs DIF-SR,0.01
936a02932fe15949507c3fb93e55bb3fb5a9daae0523890f6b9a5fed5dca8d52,high,SASRec vs DIF-SR,0.01
9378d443be389a041818a8bccb036cd47db3809f176b896b2ab17d1055f102e7,low,SASRec vs DIF-SR,0.01
93c7da87d985c8cf22ebb7c43fa36c8e51b7b15933636c80fdacb4c65162877e,high,SASRec vs DIF-SR,0.01
9440256e21dbe58651281136ab358a30fa8967d12ef3efcd8609138499fed934,high,SASRec vs DIF-SR,0.03
9468a5c84fd8617cd135a7391ea15d90da414332b8837d0fe77d3a352850b802,high,SASRec vs DIF-SR,0.0
948eb5575671695d81e538583eecf7ef4a96c43c1c1654d4d9bb282db3a689d0,mid,SASRec vs DIF-SR,0.01
94d239bb579042594409854c7502684bee662a4fb31d0ca226ca4c20e3fcff2e,mid,SASRec vs DIF-SR,0.02
9503b045056698661fac4cf9dc862cc6de372e975fbf2314f520da450d2985ff,mid,SASRec vs DIF-SR,0.02
9527047b13ac2a28a5e7c65191a1024005bd42fefd92140b65453a854beb3527,low,SASRec vs DIF-SR,0.02
95516fa217fd539ecff25a14f361df68fa516f84c155dcf361765ef893a8d738,high,SASRec vs DIF-SR,0.01
9568dced62f84dfc19e0fba4e2f43873acee6be1b01c9e747babc3736b9d2385,mid,SASRec vs DIF-SR,0.0
958bce2fcb151712e2600f48de90fdbdf1c9af60b0bcbe61e3bc49afa6daf345,high,SASRec vs DIF-SR,0.0
95a602c7613559b4b3f2c9db7ff24003da1dd61efc0f5650f6a3910448c0c6b6,mid,SASRec vs DIF-SR,0.01
95c403c7488bd0d04bf470cc0b66a50a94f87260a208bbee84bd76894a536521,low,SASRec vs DIF-SR,0.01
95dfdd7eef70db0e1c61b3d74e9d1caf8791a3b5badfbcd80195e6e070663f46,high,SASRec vs DIF-SR,0.02
9621c1e3adcf1e0effce2b253e9c694ab49294a493af62f76b7d3a3e2bb8cdd2,high,SASRec vs DIF-SR,0.02
9627d3e32337a6fe25e249ef1f00fce2ae654e3c1e40ec7a75e39559782c43f4,high,SASRec vs DIF-SR,0.01
96392089c6cc18849d5ac6ba55e840934e1276eb51ecb2bcdfdc86ba7e69d91c,low,SASRec vs DIF-SR,0.0
9664a0041284ecfc224e0bfe513b92a6d4a7e5b6467060063876d3935477c670,high,SASRec vs DIF-SR,0.01
967a43801f2f452efdfead48172795e09216b0880e5e21fff99155b1ece59f07,high,SASRec vs DIF-SR,0.01
96a4858e63620704657c8fd3d41b1b095fd0614ed293ce67c9f013aa8bd527e0,low,SASRec vs DIF-SR,0.02
96bb5917f0eb2de2d4e27052419d6bf500724e365e4ca96264b28d057ee3b6c2,low,SASRec vs DIF-SR,0.01
96ec078c95e11d36de766c174693017d8132205d44362025e8fcb5a4f5b79c23,high,SASRec vs DIF-SR,0.01
9759bea318c220d8fb428165731aaa78d01627a09e14c1276197229baafb0ec2,high,SASRec vs DIF-SR,0.01
9764fe1bb9dc74b940601c34ff6165aa1ff75ee6aff9204b89fc42326a7ea730,high,SASRec vs DIF-SR,0.02
9824960120dcfcf94d1facb58e48ffb27034889e0e283ee298520e5d9d5c8e05,high,SASRec vs DIF-SR,0.01
983d8b3965f6a14548d97e56cefed8cd099f8ca5de098a8c316e8bb77e6d1e44,high,SASRec vs DIF-SR,0.01
9880ed006414da5a7b1df6e86412bb59c1654fb7d32c82a074f49fbcb6ea09fb,high,SASRec vs DIF-SR,0.03
98d25e16dda8b01028f4bb0042a7f6888338eb9fb17e1d40277d57d2c6a1bda1,high,SASRec vs DIF-SR,0.02
98d8e34b769f288c81c7c6d4ad88183a342a072f5914415dfd16f1cba44e3009,high,SASRec vs DIF-SR,0.0
98e888fd227e8d34803e62152c04d3697e0eaeda3c5a19616081f2b95eb114fa,high,SASRec vs DIF-SR,0.01
993b4a1ccf7a4e33fb4117a5e4304df9bab96c57f1aba7d8e2b2c1041d0b1990,high,SASRec vs DIF-SR,0.01
995b7d58ad6336e828f49e4db72f7668f616bde101d4c97d71dc1f8302fb48cc,high,SASRec vs DIF-SR,0.02
9978447bcac69d9f4ff60421accd0eeed62d002e7322c03721df683fdb97cbb7,high,SASRec vs DIF-SR,0.01
997cd8b04f9de0f833d52e476e97ec3a4b1463c244be4e659eca2b80aba734c5,low,SASRec vs DIF-SR,0.0
9982448be852857cc4a14021efbe1e5ce1d0d2cf512582cc46e572172879a645,high,SASRec vs DIF-SR,0.01
99de38b7f1539a721de18fd306377a2c9d799d68e131be102904591ec074ed42,high,SASRec vs DIF-SR,0.0
9a13937ea12b1c8c2cc076289cc6bbc8ebe7b0b6b6b0ad85172b425acb363f77,high,SASRec vs DIF-SR,0.01
9a2253d92cc238affbb57ad43d0f81c008493ee789028977b1d31801ac88a0c2,high,SASRec vs DIF-SR,0.0
9a46c767c35df5ffbda657025e718567a26230c40c7ad9305847f3774d49a4ee,high,SASRec vs DIF-SR,0.0
9a7900ecd93a68b9d7d8cbab24cd6c943868584cff6bb04a5b52b04a2c1f50ac,low,SASRec vs DIF-SR,0.01
9a80d36806e301135a03443302772da0fe5a0cd387133bc56ec5b1627e901f6d,high,SASRec vs DIF-SR,0.01
9a8528a212063d9ba882f1fb86e150aac661d39203391747b336a1fc0810a015,high,SASRec vs DIF-SR,0.02
9a8dd51315a1ce44a093ef65679b2e699090a70e9f7739e7a01dc7209f24d27b,low,SASRec vs DIF-SR,0.01
9aae8d700417fc99a350c516c07bcb83866ea0028efff5a94e096ed8a5f4aad3,high,SASRec vs DIF-SR,0.0
9ac6d5c5d629d99293d191a95dde17aa6608536f78d4fe39a28bb02e1a10bf3b,high,SASRec vs DIF-SR,0.0
9adbbcb8d6879ca2d4459c600b7c559e4f934246472bf35f33fe98422c37456e,low,SASRec vs DIF-SR,0.0
9ae9f7dbc5d4f31d0c70547b53f0bcd8b3a4b018dfcaad804a6f53ff5577d103,low,SASRec vs DIF-SR,0.0
9b183bd7dd811c25ba03faf8fcc683c64976ee32c07b826d5014ee117b3a9bf0,high,SASRec vs DIF-SR,0.01
9b25b3b5468583f6ac4b944b6c451c9775f13f9427f49eb083ab53834adf62b3,high,SASRec vs DIF-SR,0.02
9b269600dcaa2756a897ab8040b67d1567958b3465cc47007e503b4106040a72,high,SASRec vs DIF-SR,0.0
9b296a62713bdb446de217cfb16ffbdf7025351f3606052e32e99fb70c2569d9,high,SASRec vs DIF-SR,0.02
9b3a349e51556c788655199c04e45a754e117608b0bd94cbad0ad7b2a6ff1d08,low,SASRec vs DIF-SR,0.01
9b54e040a8baf8ff74554f44975b0a7220563bc64d963a208c330113ac182f8e,low,SASRec vs DIF-SR,0.0
9b7a6d2ff6047825e1d73a7c5e32ac7599426eb879ca3af52283f403c44f0a52,high,SASRec vs DIF-SR,0.01
9b9a1ed50a8491e64d202268b724f087592dfcd0795f2754a7a98606b30cf108,high,SASRec vs DIF-SR,0.01
9b9df2e839a50a49c4dcf288c67a9b8413956c7338dceb6c64dc1bb4f52dae53,high,SASRec vs DIF-SR,0.02
9bd2e246f9465b2de155fa4e6418ac381bb759578fabc14988b6e6fe1c50814a,high,SASRec vs DIF-SR,0.01
9c79abf4e3597b4a86966d520d519ee39714a94d6ddce5ec45d4bd7c5897944c,mid,SASRec vs DIF-SR,0.01
9ca54e6475c117dc3cc57a4ac1bbcf565506fe003e7d2ffe68bac5765825eb5a,high,SASRec vs DIF-SR,0.02
9d0d88fe21a7f9e85c420dcfb87159de88aaaaf358f8971ffd64b05898149401,mid,SASRec vs DIF-SR,0.01
9d17ad8757c18e3e8ced9df88eaf3ac8abb238026d6b743ecf3dfedcfed68284,high,SASRec vs DIF-SR,0.01
9d29e93b4289ae39ba07e0e599dbde2de28b4592c61af73d4b7885bec54b5327,high,SASRec vs DIF-SR,0.0
9d5df7c86d2dc2ee9b9ed3b6a9cbfd13a3e828fdd34c95375c8a6af93bd761a5,high,SASRec vs DIF-SR,0.01
9dd8cfb22ae1c223e901ca65af9d6ca863c480e058eec5c5f0a4c37a3e9929f5,high,SASRec vs DIF-SR,0.01
9e0314746afabfd552b83b787ee8692fbf79f881d19e6662379aa2ec7acc0e07,high,SASRec vs DIF-SR,0.01
9e16b3e3c83b428259f084378cfc4a03c93b327679b3ab305c2ef58d6587db0c,high,SASRec vs DIF-SR,0.0
9e1dadf44e5fc794058c1b16768cec7c6f14a68b25bb3a7a41f942576da78fca,high,SASRec vs DIF-SR,0.0
9e70d66ff6add34d620e8427ce2cc220c4cc1c74e95fb5574eebfd609ac05da4,high,SASRec vs DIF-SR,0.01
9e9f971fb7b94fb021bb647c5184075309a9c361ef1bb42a2fe0b2c7a77f5a23,high,SASRec vs DIF-SR,0.0
9ee76c56ccc9c5213d5629b5e289416683043487f36602a1cc3993c530d071dc,high,SASRec vs DIF-SR,0.01
9efda165422a7c3f56ca87cef74c0adde6cfa20644fd6d420db2dd7ae84997c4,high,SASRec vs DIF-SR,0.0
9f14a5e3c099b4e906bbb9d4d5d670b2a7dd64f8062138e55eec36c4753d1a39,low,SASRec vs DIF-SR,0.01
9f3435f194b1453ae068fdfb35d31729dfabc76eedd978d9b540fdd8d21ff5b3,high,SASRec vs DIF-SR,0.01
9f4352c0d37ea8e630a63c3987fe1cb0855501bab6b0dce89a86cf5943870373,high,SASRec vs DIF-SR,0.02
9f47b28605e99169d1f7e307f398f9763ff9eb517095cc23738d42a2f0b0a37a,low,SASRec vs DIF-SR,0.01
9f5ae3d4518074523dc4ffd541adec02e734dbb0cee36562417f5fc0d2ed02ee,low,SASRec vs DIF-SR,0.01
9f70977b6fe3f17c2fa6a4e7f4b89df3250e4c8cc65ff73d35fbcb0127780ebc,high,SASRec vs DIF-SR,0.01
9f8cbd533d29f5765acca2e914d0e2618cf9231c53db95fa91272ed159c017c1,low,SASRec vs DIF-SR,0.01
9f91b667b4ddbe806e31c5f91bd2a392436b58279cf1bbff0067345a7a89e3bf,high,SASRec vs DIF-SR,0.01
9fb1e9d90c660b24a5934309699ec4c97dd977b5a0cbdba608d02eec30eef9aa,high,SASRec vs DIF-SR,0.0
9fc019d0c52e965026d79c0b7f7694d0240f37c2a2ec20dc47ccbce4050a7c93,high,SASRec vs DIF-SR,0.0
9fd8b15fff08dda7085fa0c4ffd388c1c1b46b23ca77f9f61cc939ac00661e45,high,SASRec vs DIF-SR,0.01
9fe65d1fc6b15b433dda411859f7e823dacb85e940c2519703666d2693b38161,mid,SASRec vs DIF-SR,0.0
a010b0eda84486a9485595057379c563807479aad4bcedd2a4af44997217ded7,high,SASRec vs DIF-SR,0.02
a032f4cb057b25cc4063f18d95f6013f72a409d4207f561be36333aea77d2663,low,SASRec vs DIF-SR,0.0
a0710163d6d4a2579ea3b6fbc740d1b3703c5b8c2dafc24458c8b24650786ddb,low,SASRec vs DIF-SR,0.01
a098dd153485bcbc6526f2679d75b8c774cbda40b7fa5493335d0bd5f08ee5fa,high,SASRec vs DIF-SR,0.01
a0e016816ce356bc462001778b058e8a8af099cf970867da4288605f4e3d0654,high,SASRec vs DIF-SR,0.01
a105a9cd519acfc1382f5ea9fe0cda79da392d6df8a94db189b849f308e8ba19,high,SASRec vs DIF-SR,0.02
a144a38905aa316b28d6b800df90fa0238adb09e631ce62bff442242d4d65399,high,SASRec vs DIF-SR,0.01
a1493e581a6f8d1d89cbe7e1f813f6e6f9dffa1017f88a9297a0ab5cb7aae1f2,high,SASRec vs DIF-SR,0.01
a1b1b446d5f0bf7cf907ac23361556e73daf9e7a519ed11aed5565155a74859b,high,SASRec vs DIF-SR,0.02
a1e35783869da468c4c2732ce7fd50fd92e1bb23706264538fab6c7957e3a135,low,SASRec vs DIF-SR,0.01
a1ec9ced040c1dbab782dc041056a683901811ff06729eecbe3236c8df421e28,high,SASRec vs DIF-SR,0.01
a20bed85625efe27725a6e0ea49c67c35e3b6bb6e5b807f1d3d35b16467c19fd,high,SASRec vs DIF-SR,0.01
a2116f6594f1d8f0f001e259cb0d54323f0c71a50dcbba02ca4bf329f613bc87,low,SASRec vs DIF-SR,0.01
a214add7445a29b2f78355796120681b30289350495b55ca8d04a325b8a72510,low,SASRec vs DIF-SR,0.01
a21797d2c072e4cbc4faeef63202e93d6e1bd130f9040d4e135eba64dbac40a3,low,SASRec vs DIF-SR,0.01
a21c27bdf66f845dec65f1b1cec752871406965d4963ee3bf090996c676c06e6,high,SASRec vs DIF-SR,0.01
a2338da1babd57af11b55c0a0e83629f281745b33dbc6d09edb5c3aba0cdba45,high,SASRec vs DIF-SR,0.02
a241f708afad949eea57d0697dbebfd86dcc4f21c51e49e8c8854f3caee3afec,high,SASRec vs DIF-SR,0.01
a25937130dcd6dab59e9172a208399a5910516633850ab426435ce66092f9573,mid,SASRec vs DIF-SR,0.02
a26178282cd6897532ab0e5d535c06ab74360a1707bb5d290110c0fd15bb479f,low,SASRec vs DIF-SR,0.02
a282f09409a839b67517b6c5b88e222c589bc561d799040ba15f020f7cdd74ad,low,SASRec vs DIF-SR,0.01
a2898038a53027bccb9ca35d8c4d9239eeb6ddcaa30c8e10166cb5bfc34caa2d,high,SASRec vs DIF-SR,0.01
a2b31fff54771bd5f49f59fa37716632e03b52cea19c3364eaeff61cdfc83d4c,high,SASRec vs DIF-SR,0.03
a2cf7eac721ce0187a39072f3c8a96d02dd2dad01b5a15296c688eb5e72f357e,high,SASRec vs DIF-SR,0.03
a2d63ffee0603185039d99b3f3ee9325b390e27950b6837feeb2d58dd5cad049,low,SASRec vs DIF-SR,0.01
a327304b68392e5d33bd431ebefcc24b329a48495aafd0369ea40751849bac4b,high,SASRec vs DIF-SR,0.0
a391348205b9d0c628bfdda7a3379bad5250f7ee3e33099a257a8aa1aaa7e196,low,SASRec vs DIF-SR,0.01
a3a97adab02e2f742034fc208868a45bb12ae2c0f84cf78f4e24557d765c6b0a,low,SASRec vs DIF-SR,0.01
a3da787411a080abf97ffb6904fc67b548ecd17d0bf5eef56c46a76f01418e21,high,SASRec vs DIF-SR,0.01
a3e72179e7c2da3ec0ddc5f6b448205befa123586ecb4be07abe2e04960cb18c,high,SASRec vs DIF-SR,0.03
a3eaa91036058aae42bd4dfe5d488f918bbee13217e503a6f3b9e36849b12c22,high,SASRec vs DIF-SR,0.01
a3f4e2b4e229337553f531a5c17cbda735c0b3b9dbfb3d569ab7a07bdd36ae67,high,SASRec vs DIF-SR,0.01
a40cab71ad81d39c0633516f58df6ac0624e9d9fa0e43673ecbd8086613e993c,high,SASRec vs DIF-SR,0.01
a44899e4112056655eb523f0a1efc7906ca2b82e6a50386add04c667639d5251,high,SASRec vs DIF-SR,0.01
a44f0289328dc1948f9f59abc838386986c714da2a8f67cefcb89acb37f29afb,high,SASRec vs DIF-SR,0.01
a46419f5e42296c20da14156ebc395940e8d1c5ae9ad979a459f2b135ac9bb4f,high,SASRec vs DIF-SR,0.0
a46a51433b03ec7c7a2bbd10a9c587fe7e74f065431638fa8e289c757d570024,low,SASRec vs DIF-SR,0.01
a4715a551b1dc659306ea27c642723e6d57b1d4cf97902043fb4e099e359df7a,high,SASRec vs DIF-SR,0.01
a48e60eb41c5a2b52b010704e6505c357d7aae203c530bf1c38581a61610e205,low,SASRec vs DIF-SR,0.01
a49839463132c3497be95af823b17aed7c4707fa13cc4e00d016f58e55f73c81,high,SASRec vs DIF-SR,0.0
a4af42ed2f9c2aae67213f45760c2f24e3477215510e610b823a09dbe8b67ff2,high,SASRec vs DIF-SR,0.01
a4cb806208600eb622d27af7b47f3d1b21206412e1bcb5b141ec7751409c9344,high,SASRec vs DIF-SR,0.0
a4e2dd065cc93a81bba3fd61e7ab1a19c76b31cce5b122136c4e8d5e9be2f5bc,mid,SASRec vs DIF-SR,0.01
a4eebddc125d65fa74fe7de7a5f1013c68f2d4adfb5d8981c26c3b9ef5454334,high,SASRec vs DIF-SR,0.01
